headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2|metadata.mods.note.3|metadata.mods.note.4|metadata.mods.note.5|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.originInfopublisher|metadata.mods.physicalDescription.0note|metadata.mods.physicalDescription.1internetMediaType|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.titleInfotitle|metadata.mods.subject.0geographic|metadata.mods.subject.10topic|metadata.mods.subject.11topic|metadata.mods.subject.12topic|metadata.mods.subject.13topic|metadata.mods.subject.14topic|metadata.mods.subject.15topic|metadata.mods.subject.16topic|metadata.mods.subject.17topic|metadata.mods.subject.18topic|metadata.mods.subject.19topic|metadata.mods.subject.1geographic|metadata.mods.subject.20topic|metadata.mods.subject.21topic|metadata.mods.subject.22topic|metadata.mods.subject.23topic|metadata.mods.subject.24topic|metadata.mods.subject.25topic|metadata.mods.subject.26topic|metadata.mods.subject.27topic|metadata.mods.subject.28topic|metadata.mods.subject.29topic|metadata.mods.subject.2geographic|metadata.mods.subject.30topic|metadata.mods.subject.31topic|metadata.mods.subject.32topic|metadata.mods.subject.33topic|metadata.mods.subject.3geographic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7topic|metadata.mods.subject.8topic|metadata.mods.subject.9topic|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1title|metadata.mods.titleInfo.2title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modstypeOfResource
2019-06-18T15:10:22Z|garner_56|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A56|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A56/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a woman and two boys sitting on a log, a boy standing on the log holding the rein of a light colored horse, a man standing near the rear of a dark colored horse, and a boy standing in front of the dark colored horse. Both horses have on feedbags. There are stakes in the ground and rocks in the foreground; there are large trees in the background. Behind the group is a carriage with a person in it and behind that is a tent with the flaps open; there is an American flag on a pole in front of it. There is a short legged table visible behind and between the horses. The woman is wearing a dress. The boys are wearing suits; three also have on caps. The man is wearing pants, a shirt, a vest and a cap.|Document ID: bcapp00156|Original ID: Garner 76|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 38.|Chilhowee Mountain|Flags - American|Clothing and dress|Boys - Tennessee - Blount County|Recreation|Women - Tennessee - Blount County|W. O. Garner|Carl Burger|Tents - Tennessee - Blount County|Karl Garner|Trees - Tennessee - Blount County|Blount County, Tennessee|Picnics - Tennessee - Blount County|Mrs. Burger|Men - Tennessee - Blount County|Knox Burger|Carriages and coaches - Tennessee - Blount County|    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Animal feeding - Tennessee - Blount County|    |Group portraits|Herman Garner|Horses - Tennessee - Blount County|Eating and drinking - Tennessee - Blount County|    |    |    |Maple Springs Camp; left to right: Mrs. Burger, W. O. Garner, Knox Burger, Karl Garner, Carl Burger, and Herman Garner and horses Tobe and Jim|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_103|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A103|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A103/datastream/TN/view|preview|creator|text|W. O. Garner|Shows entrance hall with another room visible beyond it. At center is a fireplace with wooden surround and mantel. On top of it is a wooden hutch top with shelves and a mirror; there are various objects on the shelves and mantel. There is a grandfather clock to its left and a wooden rocking chair in front of it. To its left there is an arched opening with a door, lighting fixture and objects on the floor beyond it. On the near left side a stairway is partially visible with a decorative pillar and balusters. On the right wall is a table with decorative legs and another rocking chair. Behind the opening to the right of the fireplace a sideboard with mirror above is partially visible; there is also a chair and a framed portrait on an easel. There is a floral patterned carpet on the floor.|Document ID: bcapp00109|Original ID: Garner 214|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Clocks and watches|Architectural elements|Floor coverings|Balusters|Buffets (Furniture)|Interiors|Burger House (Maryville, Tennessee)|Stairways - Tennessee - Maryville|Mirrors|Entrance halls - Tennessee - Maryville|Southern Appalachia|Fireplaces - Tennessee - Maryville|    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Interior decorations|    |Rocking chairs|    |Portraits|Mantels - Tennessee - Maryville|Seating furniture - Tennessee - Maryville|Tables|    |    |    |Entrance hall or parlor of Burger house on West Broadway, Maryville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_116|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A116|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A116/datastream/TN/view|preview|creator|text|W. O. Garner|Shows three tents set up among trees with five people and a horse.|Document ID: bcapp00093|Original ID: Garner 125|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1898|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 42.|Chilhowee Mountain|Trees - Tennessee|Mrs. Will A. McTeer|    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Recreation|    |Horses - Tennessee - Blount County|Camping - Tennessee - Blount County|Will A. McTeer|Tents - Tennessee - Blount County|    |    |    |Major McTeer and his wife outside their tent at Maple Springs Camp|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_83|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A83|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A83/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a campsite set among large tree trunks. There is a tent with the front flaps open; there is bedding visible inside. There are two women, both in long dresses. One is also wearing a hat and standing next to a fire pit made of stones; there is a pot, pan, and coffeepot near the fire pit. The other woman is sitting on a cloth covered box next to a short cloth covered table; on the table are glass jars, a cup, and a picnic basket. There are two more picnic baskets on the ground. There is a stool with a pillow on it in front of the table. There are two chairs covered with bedspreads or coverlets. One is on the ground in front of a tree trunk; there is a lantern hanging above it. The other is on the right side in an open area. There is a hammock hanging from a tree in the left background.|Document ID: bcapp00166|Original ID: Garner 79A|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 41.|Chilhowee Mountain|Hammocks|Campfires|Tents - Tennessee - Blount County|Stools|Lanterns|Recreation|Eating and drinking - Tennessee - Blount County|Chairs - Tennessee - Blount County|Pots and pans|    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Picnic baskets|    |Clothing and dress|Women - Tennessee - Blount County|Coffeepots|Bedspreads|    |    |    |Camp at Maple Springs, closeup of tent and two women|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_35|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A35|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A35/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a creek with a small waterfall and rocks. There are trees and shrubs on either side of the creek.|Document ID: bcapp00083|Original ID: Garner 106|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 46.|Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Streams - Tennessee - Blount County|    |Rocks - Tennessee - Blount County|    |Waterfalls - Tennessee - Blount County|Shrubs - Tennessee - Blount County|Geographic features|    |    |    |    |Montvale Creek falls|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_36|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A36|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A36/datastream/TN/view|preview|creator|text|W. O. Garner|Twelve men in band uniforms with instruments - trombones, bugles, tubas, and drums - are sitting in front of a large American flag.|Document ID: bcapp00084|Original ID: Garner 108|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Group portraits|Flags - American|Brass instruments|    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Young adults - Tennessee - Maryville|    |Band uniforms - Tennessee - Maryville|    |Drums|Bands - Tennessee - Maryville|Maryville College - Bands|Students - Tennessee - Maryville|    |    |    |Maryville College band|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_48|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A48|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A48/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a closeup of a group portrait of a family in front of the corner of a log building. The man is wearing a shirt, a vest, and a hat and has one arm folded across his body. The woman is wearing a print dress, a belt with a buckle, and a straw hat with flowers on it; her left arm is on the shoulder of the man. Three children are partially hidden behind flower plants. One young boy has a whistle in his mouth and is wearing a shirt; the other young boy is wearing a shirt and hat. The young girl is wearing a dress with a ruffle at her neck and a hat.|Document ID: bcapp00147|Original ID: Garner 35C|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (5 x 8 inches)|image/jpeg|    |    |Architectural elements|Girls - Tennessee|Families - Tennessee|Group portraits|Log buildings - Tennessee|Rocks - Tennessee|Plants - Tennessee|    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Men - Tennessee|    |Women - Tennessee|Children - Tennessee|Clothing and dress - Tennessee|Boys - Tennessee|    |    |    |Visit to mountain relatives|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_64|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A64|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A64/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a group of three men, four women, and three boys, two of whom are younger, sitting on a hill. The men are wearing shirts and pants; two of them also have on vests. One of them is wearing a hat and the other two are wearing caps. One of the men has a rifle laying on his leg. The women are wearing blouses and long skirts; two of them have on caps. The older boy is wearing a loose shirt with a bow tie; one of the younger boys is barefoot. In the center there is the trunk of tree. The man on the left is holding a metal cup above a pail. The hillside is coverd with plants and rocks.|Document ID: bcapp00212|Original ID: Garner 176|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (3 1/2 x 4 inches)|image/jpeg|    |    |Great Smoky Mountains|Pails|Girls - Tennessee - Blount County|Hats|Joe Brady|Boys - Tennessee - Blount County|Children - Tennessee - Blount County|Helen Hastings|Herman Garner|W. W. Hastings|L. S. Hastings|Blount County, Tennessee|Clothing and dress|Letitia Hastings Garner|Trees - Tennessee - Blount County|Lena Hastings|Agnes Clemming|    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Women - Tennessee - Blount County|    |Recreational activities|Karl Garner|Ernest Hastings|Men - Tennessee - Blount County|    |    |    |On the way to Thunderhead Mountain: Joe Brady, Agnes Clemming, and members the Hastings and Garner families|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_105|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A105|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A105/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a full length portrait of a standing African American woman, probably a teenager, wearing a long white dress with a decorative high collar and smocking below the neckline. Her hands are in her pockets; her shoes are partially visible below her dress hem. The floor covering has a floral pattern; there is a canvas screen behind her.|Document ID: bcapp00115|Original ID: Garner 190A|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Dresses - Tennessee - Maryville|Clothing and dress|Portrait|    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Floor coverings|    |Students - Tennessee - Maryville|    |Women - Tennessee - Maryville|African Americans - Tennessee - Maryville|Teenagers - Tennessee - Maryville|Shoes - Tennessee|    |    |    |Young African American woman|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_76|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A76|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A76/datastream/TN/view|preview|creator|text|W. O. Garner|Shows two young African American women sitting on a rail between two small trees. The woman on the left is wearing a striped blouse, a long scarf with a pin on it around her neck, and a long skirt. Her right arm is behind her back, and she has a ring on her left hand and the hand is resting on a branch. The women on the right is wearing a blouse with a decorative stripe in it, a long scarf with a pin on it around her neck, and a long skirt. Her head is resting against a small trunk and her left arm is raised and holding on to the same trunk. There are leaves and branches in the background.|Document ID: bcapp00223|Original ID: Garner 192|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Stripes|Skirts|Scarves|    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Women - Tennessee - Maryville|    |African Americans - Women - Tennessee - Maryville|    |Portraits|African Americans - Tennessee - Maryville|Young adults - Tennessee - Maryville|Clothing and dress|    |    |    |Two young African American women sitting on a rail|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_23|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A23|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A23/datastream/TN/view|preview|creator|text|W. O. Garner|Shows three women, three boys, and a dog standing and sitting on a rock formation. There are shrubs on the right side and in the middle.|Document ID: bcapp00124|Original ID: Garner 158|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 44.|Chilhowee Mountain|Group portraits|B. G. Simmons|Letitia Garner|Mrs. Simmons|Recreation|Clothing and dress|Mrs. Chadwick|Geographic features|Cliffs - Tennessee|Karl Garner|Blount County, Tennessee|Look Rock, Tennessee|    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Herman Garner|    |Sightseers - Tennessee - Blount County|Rock formations - Tennessee - Blount County|Dogs - Tennessee - Blount County|Shrubs - Tennessee - Blount County|left side, Letitia, Karl, and Herman Garner and dog Tip; right side, Mrs. Chadwick, Mrs. Simmons, B. G. Simmons|Closeup of a group of people sitting and standing on Look Rock, Chilhowee Mountain:|    |    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_16|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A16|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A16/datastream/TN/view|preview|creator|text|W. O. Garner|Shows an African Americans man and two adult African American women sitting in chairs on a wooden porch; there is also a young African American girl leaning on the woman in the middle. The man is dressed in a shirt and pants with suspenders, and there is a hat resting on one of his knees. The two woman have on dresses and aprons; the one in the middle has a bandana wrapped around her head. The child has on a dress and is barefoot. There is a wooden shingle roof over the wooden building; there is also a window visible. There is a broom resting against the house wall; there are various objects hung on the wall including a cattle bell. There is dirt in the foreground.|Document ID: bcapp00112|Original ID: Garner 188A|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|African Americans - Tennessee - Maryville|Porches - Tennessee - Maryville|Families - Tennessee - Maryville|Buildings|Brooms and brushes|Wooden buildings - Tennessee - Maryville|Women - Tennessee - Maryville|Chairs|    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Clothing and dress|    |Children - Tennessee - Maryville|    |Group portaits|Bells|Roofs - Tennessee - Maryville|Men - Tennessee - Maryville|    |    |    |African American family sitting on the front porch|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_1|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A1|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A1/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a group of one man, four women, five young girls, one baby girl, and a boy on a path surrounded by trees. Three of the women are standing and the other is sitting. Two of them are are wearing long dresses and the other two are wearing blouses and long skirts; one has on a hat and another is holding a hat in her hand. One of the women is holding an umbrella and the other two are holding croquet mallets. One of the girls is sitting on a swing hung from a tree. Three of the girls are standing and one is sitting on the ground. The girls all have on dresses; two of them are barefoot. The baby is wearing a dress and standing in front of the man. The man is wearing a shirt and pants and is sitting. The boy is wearing knickers, a shirt with loose sleeves and a bow, and a hat; he is sitting on the limb of a tree above the others. Also visible is a wicker picnic basket, the back of a carriage, grass, and other plants.|Document ID: bcapp00210|Original ID: Garner 175|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 83.|Little River, Tennesee|Girls - Tennessee - Blount County|Pearl Hastings|Feet|Lena Hastings|Carts and wagons - Tennessee - Blount County|Picnic baskets|Umbrellas|Kittie Goff|Picnics - Tennessee - Blount County|Rose Hastings|Blount County, Tennessee|Karl Garner|Men - Tennessee - Blount County|Fourth of July celebrations|H. L. Hastings|Florence Goff|Women - Tennessee - Blount County|Hats|Trees - Tennessee - Blount County|Edna Goff|Rosa Hastings|Southern Appalachia|Letitia Hastings Garner|Croquet - Tennessee - Blount County|Children - Tennessee - Blount County|Boys - Tennessee - Blount County|Cades Cove, Tennessee|Maryville, Tennessee|    |    |Group portraits|    |Clothing and dress|Swings - Tennessee - Blount County|Infants - Tennessee - Blount County|Recreational activities|    |    |    |4th of July picnic on the Little River|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_10|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A10|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A10/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a small waterfall with two women and two boys sitting at the top on rocks. There is a creek in the foreground and trees in the background.|Document ID: bcapp00163|Original ID: Garner 99|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 47.|Blount County, Tennessee|Letitia H. Garner|Geographic features|Waterfalls - Tennessee - Blount County|Recreation|Streams - Tennessee - Blount County|Karl Garner|Sightseers - Tennessee - Blount County|Physical features|Herman Garner|    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Clothing and dress|    |Rocks - Tennessee - Blount County|    |Boys - Tennessee - Blount County|Mell West|Trees - Tennessee - Blount County|Women - Tennessee - Blount County|Nine Mile Creek|9 Mile Creek, Christy Hills falls; cousin Mell West, Letitia H. Garner, Karl and Herman Garner|    |    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_33|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A33|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A33/datastream/TN/view|preview|creator|text|W. O. Garner|Shows four women and two dogs in a backyard. Three of the women are sitting on benches and the fourth is in a hammock; one of the dogs is lying on the lawn and the other is lying on a bench. On the left side there is a two-story porch with two cedar trees in front of it. Within the lawn there are three paths; the yard is surrounded by an open fence with vines growing on it. There are two large trees on the right side holding the hammock as well as trees in the background. Also on on the right there are two mounds of plants.|Document ID: bcapp00209|Original ID: Garner 174|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Backyards - Tennessee - Maryville|Women - Tennessee - Maryville|Simmons House (Maryville, Tennessee)|Cedar trees - Tennessee - Maryville|Buildings|Plants - Tennessee - Maryville|Dogs - Tennessee - Maryville|    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Architectural elements|    |Benches - Tennessee - Maryville|    |Hammocks|Trails and paths - Tennessee - Maryville|Porches - Tennessee - Maryville|Trees - Tennessee - Maryville|    |    |    |Backyard at Simmons House|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
